State,Year,Quater,Districts,Transaction_count,Transaction_amount
Mizoram,2019,3,aizawl district,54796,162632861.96810922
Mizoram,2019,3,lunglei district,13305,34090897.89113889
Mizoram,2019,3,mamit district,6296,14161494.187527731
Mizoram,2019,3,lawngtlai district,6097,14593963.455838619
Mizoram,2019,3,kolasib district,6977,17976086.411676798
Mizoram,2019,3,champhai district,3512,12151523.038879696
Mizoram,2019,3,saiha district,2722,10739243.821443643
Mizoram,2019,4,serchhip district,5889,15064874.565576479
Mizoram,2019,4,aizawl district,68532,215337713.34849542
Mizoram,2019,4,lunglei district,15344,42919898.6938625
Mizoram,2019,4,mamit district,8468,16925628.21634368
Mizoram,2019,4,lawngtlai district,8069,22279514.789250825
Mizoram,2019,4,kolasib district,11051,24470971.73397691
Mizoram,2019,4,champhai district,4878,17885681.11019664
Mizoram,2019,4,saiha district,3008,13805068.176785678
Mizoram,2020,1,serchhip district,7512,15256865.240079906
Mizoram,2020,1,aizawl district,78597,215534588.05424356
Mizoram,2020,1,lunglei district,19703,47052524.734837465
Mizoram,2020,1,mamit district,12136,21524123.962646015
Mizoram,2020,1,lawngtlai district,13887,31918357.190269426
Mizoram,2020,1,kolasib district,11386,26364756.939303115
Mizoram,2020,1,champhai district,6269,19712814.749991663
Mizoram,2020,1,saiha district,4119,14713548.478265904
Mizoram,2020,2,serchhip district,10425,19459795.690984454
Mizoram,2020,2,aizawl district,93369,238637352.52940086
Mizoram,2020,2,lunglei district,27260,60375778.328148104
Mizoram,2020,2,mamit district,15352,24755549.964956302
Mizoram,2020,2,lawngtlai district,22369,44085859.538810775
Mizoram,2020,2,kolasib district,14432,29350410.444769997
Mizoram,2020,2,champhai district,8480,20817381.347150296
Mizoram,2020,2,saiha district,6775,19711305.598098427
Mizoram,2020,3,serchhip district,10351,25197852.93925553
Mizoram,2020,3,aizawl district,136460,413175918.97011656
Mizoram,2020,3,lunglei district,30971,83270436.83501583
Mizoram,2020,3,mamit district,17199,28176447.030524082
Mizoram,2020,3,lawngtlai district,25540,62210090.16784428
Mizoram,2020,3,kolasib district,15789,35985260.690991834
Mizoram,2020,3,champhai district,11286,35131298.73356742
Mizoram,2020,3,saiha district,7107,24796870.137284856
Mizoram,2020,4,serchhip district,14804,39531569.17092189
Mizoram,2020,4,aizawl district,166039,532069401.3249176
Mizoram,2020,4,lunglei district,41847,117007241.0363552
Mizoram,2020,4,mamit district,21383,48253980.828914225
Mizoram,2020,4,lawngtlai district,32803,102209937.65580332
Mizoram,2020,4,kolasib district,21149,56473537.93676706
Mizoram,2020,4,champhai district,15587,50140873.98671983
Mizoram,2020,4,saiha district,8995,40835573.753559604
Mizoram,2021,1,serchhip district,12877,42644166.311948836
Mizoram,2021,1,aizawl district,182220,609359098.2421973
Mizoram,2021,1,lunglei district,40131,133262456.0307964
Mizoram,2021,1,mamit district,18670,51226307.47618229
Mizoram,2021,1,lawngtlai district,31658,106154307.36708316
Mizoram,2021,1,kolasib district,22212,71207105.1965721
Mizoram,2021,1,champhai district,13769,51873702.94129371
Mizoram,2021,1,saiha district,8038,35378443.37986354
Mizoram,2021,2,serchhip district,15664,39541209.17776598
Mizoram,2021,2,aizawl district,222893,635733236.9899334
Mizoram,2021,2,lunglei district,46084,125798685.12915294
Mizoram,2021,2,mamit district,20464,51797964.37426141
Mizoram,2021,2,lawngtlai district,38779,110575273.85365936
Mizoram,2021,2,kolasib district,23910,66068598.117042184
Mizoram,2021,2,champhai district,15913,52313277.17825453
Mizoram,2021,2,saiha district,10633,41046228.48202239
Mizoram,2021,3,serchhip district,19902,54838260.2224697
Mizoram,2021,3,aizawl district,276340,865537331.9432542
Mizoram,2021,3,lunglei district,55054,157303231.44253838
Mizoram,2021,3,mamit district,22878,65856355.67206964
Mizoram,2021,3,lawngtlai district,44431,130625157.50867543
Mizoram,2021,3,kolasib district,30064,84157970.6374866
Mizoram,2021,3,champhai district,18678,71974971.0552853
Mizoram,2021,3,saiha district,11182,43455371.73017335
Mizoram,2021,4,serchhip district,21092,58127189.330209725
Mizoram,2021,4,aizawl district,317555,1021257676.3595349
Mizoram,2021,4,lunglei district,62996,193267816.72749364
Mizoram,2021,4,mamit district,28553,76910208.12744261
Mizoram,2021,4,lawngtlai district,47572,152734951.83765793
Mizoram,2021,4,kolasib district,37950,113743718.86428112
Mizoram,2021,4,champhai district,25625,100501231.3416473
Mizoram,2021,4,saiha district,11986,54122948.934775494
Mizoram,2022,1,serchhip district,25542,73577504.13530782
Mizoram,2022,1,aizawl district,341192,1081700361.9959884
Mizoram,2022,1,lunglei district,70118,225762310.6230601
Mizoram,2022,1,mamit district,31141,85615813.92389987
Mizoram,2022,1,lawngtlai district,52546,177710904.92789966
Mizoram,2022,1,kolasib district,41730,131565353.72167373
Mizoram,2022,1,champhai district,28284,104778862.41112824
Mizoram,2022,1,saiha district,14364,64447851.87228675
Mizoram,2022,2,serchhip district,24248,72294618.64313027
Mizoram,2022,2,aizawl district,364786,1137178791.3961444
Mizoram,2022,2,lunglei district,71974,216551898.04095763
Mizoram,2022,2,mamit district,35643,98025373.52449822
Mizoram,2022,2,lawngtlai district,55575,178078191.45037478
Mizoram,2022,2,kolasib district,44824,125315221.5086985
Mizoram,2022,2,champhai district,30607,103805199.37272805
Mizoram,2022,2,saiha district,16320,71937273.17240411
Mizoram,2022,3,serchhip district,23168,65622336.99787671
Mizoram,2022,3,aizawl district,383546,1129120156.9892113
Mizoram,2022,3,lunglei district,81428,231838246.93491793
Mizoram,2022,3,mamit district,32604,88879142.37748808
Mizoram,2022,3,lawngtlai district,52771,160991694.95874986
Mizoram,2022,3,kolasib district,44830,121251949.18563816
Mizoram,2022,3,champhai district,25701,86209300.03437018
Mizoram,2022,3,saiha district,14990,62352784.58970161
Mizoram,2022,4,serchhip district,25172,71431982.54694104
Mizoram,2022,4,aizawl district,360350,1054341698.8459929
Mizoram,2022,4,lunglei district,99571,275164384.7691406
Mizoram,2022,4,mamit district,39889,111490213.09424148
Mizoram,2022,4,lawngtlai district,60120,176322495.4134693
Mizoram,2022,4,kolasib district,55854,157046232.3046887
Mizoram,2022,4,champhai district,33252,110073440.44820769
Mizoram,2022,4,saiha district,19566,82040637.84033793
Mizoram,2023,1,serchhip district,47296,123979875.0
Mizoram,2023,1,aizawl district,504609,1341466173.0
Mizoram,2023,1,lunglei district,133494,370554828.0
Mizoram,2023,1,mamit district,70712,203623313.0
Mizoram,2023,1,lawngtlai district,100980,302696707.0
Mizoram,2023,1,kolasib district,101803,285504599.0
Mizoram,2023,1,champhai district,60149,197355098.0
Mizoram,2023,1,saiha district,33552,130442146.0
Mizoram,2023,2,serchhip district,59329,133368970.0
Mizoram,2023,2,aizawl district,591532,1487286801.0
Mizoram,2023,2,lunglei district,143000,370416278.0
Mizoram,2023,2,mamit district,78957,210372609.0
Mizoram,2023,2,lawngtlai district,118358,363557404.0
Mizoram,2023,2,kolasib district,115550,294504301.0
Mizoram,2023,2,champhai district,62301,181668968.0
Mizoram,2023,2,saiha district,39903,150631245.0
Mizoram,2023,3,serchhip district,58254,132491025.0
Mizoram,2023,3,aizawl district,685462,1543440692.0
Mizoram,2023,3,lunglei district,141180,351803351.0
Mizoram,2023,3,mamit district,79763,178963303.0
Mizoram,2023,3,lawngtlai district,113307,317228377.0
Mizoram,2023,3,kolasib district,134018,295784977.0
Mizoram,2023,3,champhai district,56753,156896799.0
Mizoram,2023,3,saiha district,41676,129521711.0
Mizoram,2023,4,serchhip district,60241,146216988.0
Mizoram,2023,4,aizawl district,780542,1736939028.0
Mizoram,2023,4,lunglei district,163967,404021870.0
Mizoram,2023,4,mamit district,94566,221318131.0
Mizoram,2023,4,lawngtlai district,129497,341405743.0
Mizoram,2023,4,kolasib district,155636,366968476.0
Mizoram,2023,4,champhai district,67268,171711322.0
Mizoram,2023,4,saiha district,49011,152258725.0
Nagaland,2018,1,mon district,1851,2962723.1216541342
Nagaland,2018,1,phek district,1397,1347986.0495203384
Nagaland,2018,1,longleng district,605,547262.5934366982
Nagaland,2018,1,mokokchung district,3428,5653655.116717219
Nagaland,2018,1,kiphire district,255,558831.611179116
Nagaland,2018,1,kohima district,11070,20744033.408631545
Nagaland,2018,1,tuensang district,1861,2939509.973736079
Nagaland,2018,1,peren district,587,1228042.9089448638
Nagaland,2018,1,dimapur district,18449,38330087.582417
Nagaland,2018,1,zunheboto district,1700,1750900.6459182375
Nagaland,2018,1,wokha district,1642,1942858.0739698592
Nagaland,2018,2,mon district,2652,5592193.661835907
Nagaland,2018,2,phek district,2058,3265939.4166390533
Nagaland,2018,2,longleng district,526,606015.5837374015
Nagaland,2018,2,mokokchung district,4472,6880664.952623585
Nagaland,2018,2,kiphire district,497,1392292.112173449
Nagaland,2018,2,kohima district,14759,41958069.334260106
Nagaland,2018,2,tuensang district,2914,5272196.387110953
Nagaland,2018,2,peren district,1151,3132544.259220087
Nagaland,2018,2,dimapur district,31758,78472133.75014433
Nagaland,2018,2,zunheboto district,1961,3800720.2210925473
Nagaland,2018,2,wokha district,2851,2952808.201464099
Nagaland,2018,3,mon district,4368,10680645.611665618
Nagaland,2018,3,phek district,2951,4193127.0654867776
Nagaland,2018,3,longleng district,529,941537.1576544917
Nagaland,2018,3,mokokchung district,7245,14438372.118668642
Nagaland,2018,3,kiphire district,1527,1911400.518954896
Nagaland,2018,3,kohima district,20678,62621606.402096175
Nagaland,2018,3,tuensang district,4657,8672814.868232306
Nagaland,2018,3,peren district,1349,3565504.3902161866
Nagaland,2018,3,dimapur district,44383,122676685.88107637
Nagaland,2018,3,zunheboto district,3370,6042931.988762021
Nagaland,2018,3,wokha district,3314,6048116.93383928
Nagaland,2018,4,mon district,7966,25315124.34343365
Nagaland,2018,4,phek district,3615,6547794.25416629
Nagaland,2018,4,longleng district,907,1946732.363531557
Nagaland,2018,4,mokokchung district,10673,21026422.570598673
Nagaland,2018,4,kiphire district,2008,3577703.4535531667
Nagaland,2018,4,kohima district,28604,84867917.08908927
Nagaland,2018,4,tuensang district,5518,14443409.698866291
Nagaland,2018,4,peren district,2071,6712394.6749083325
Nagaland,2018,4,dimapur district,68046,202172094.6763664
Nagaland,2018,4,zunheboto district,4966,12449027.885359714
Nagaland,2018,4,wokha district,4959,8954846.535749527
Nagaland,2019,1,mon district,9694,32110056.274005987
Nagaland,2019,1,phek district,5062,12361140.846022058
Nagaland,2019,1,longleng district,1593,2777167.98784134
Nagaland,2019,1,mokokchung district,11808,22421067.66638949
Nagaland,2019,1,kiphire district,2103,4550857.60564944
Nagaland,2019,1,kohima district,34373,93498426.90985829
Nagaland,2019,1,tuensang district,5962,15964521.798527543
Nagaland,2019,1,peren district,2689,6473296.665928305
Nagaland,2019,1,dimapur district,80741,222202606.82928655
Nagaland,2019,1,zunheboto district,8860,16471426.45522037
Nagaland,2019,1,wokha district,5694,13111143.37360057
Nagaland,2019,2,mon district,10564,30077446.323373545
Nagaland,2019,2,phek district,5232,11255799.070045212
Nagaland,2019,2,longleng district,1530,3480572.778610671
Nagaland,2019,2,mokokchung district,11894,28979287.99164507
Nagaland,2019,2,kiphire district,2784,6816990.793895305
Nagaland,2019,2,kohima district,35959,102757262.27285326
Nagaland,2019,2,tuensang district,6027,16464089.793604637
Nagaland,2019,2,peren district,2715,6719423.986701602
Nagaland,2019,2,dimapur district,86518,258070892.01001915
Nagaland,2019,2,zunheboto district,19752,43001192.88793166
Nagaland,2019,2,wokha district,5778,12443724.249822928
Nagaland,2019,3,mon district,17134,36965971.955441214
Nagaland,2019,3,phek district,8985,20348950.00705442
Nagaland,2019,3,longleng district,2839,5855246.426887816
Nagaland,2019,3,mokokchung district,17903,35622564.400276825
Nagaland,2019,3,kiphire district,4847,7311019.911698776
Nagaland,2019,3,kohima district,50183,133224817.54316024
Nagaland,2019,3,tuensang district,9274,19613846.131520323
Nagaland,2019,3,peren district,4277,8062310.434825074
Nagaland,2019,3,dimapur district,117140,307103749.65803885
Nagaland,2019,3,zunheboto district,20054,60553998.319401294
Nagaland,2019,3,wokha district,9242,16293996.925105993
Nagaland,2019,4,mon district,23615,52231884.395646855
Nagaland,2019,4,phek district,11054,24095426.02126249
Nagaland,2019,4,longleng district,3517,7854502.106059718
Nagaland,2019,4,mokokchung district,21048,44939725.57083222
Nagaland,2019,4,kiphire district,5522,11787954.886359874
Nagaland,2019,4,kohima district,58317,160227363.64728707
Nagaland,2019,4,tuensang district,11148,25427823.369834743
Nagaland,2019,4,peren district,5148,10804065.561619181
Nagaland,2019,4,dimapur district,142922,401874104.2973213
Nagaland,2019,4,zunheboto district,23374,73875655.63763416
Nagaland,2019,4,wokha district,11505,21418632.85491927
Nagaland,2020,1,mon district,28668,56777615.99405684
Nagaland,2020,1,phek district,13124,24135509.70029243
Nagaland,2020,1,longleng district,4576,8570430.18028273
Nagaland,2020,1,mokokchung district,22949,46458137.86198041
Nagaland,2020,1,kiphire district,8571,15127296.52352846
Nagaland,2020,1,kohima district,68246,160485650.56697804
Nagaland,2020,1,tuensang district,13234,29281215.251009904
Nagaland,2020,1,peren district,6691,10449509.21674379
Nagaland,2020,1,dimapur district,185428,497123725.474146
Nagaland,2020,1,zunheboto district,12812,23929943.338847376
Nagaland,2020,1,wokha district,13752,22440994.626501698
Nagaland,2020,2,mon district,42193,72681549.71193531
Nagaland,2020,2,phek district,21862,39562622.89144808
Nagaland,2020,2,longleng district,8262,14490014.337710015
Nagaland,2020,2,mokokchung district,34034,59551064.18105075
Nagaland,2020,2,kiphire district,11097,21770604.465474278
Nagaland,2020,2,kohima district,98852,235056409.18486094
Nagaland,2020,2,tuensang district,19823,47286166.881044514
Nagaland,2020,2,peren district,11337,17709802.025017656
Nagaland,2020,2,dimapur district,232533,564581175.022531
Nagaland,2020,2,zunheboto district,18146,34250745.54624535
Nagaland,2020,2,wokha district,19427,30734350.100484923
Nagaland,2020,3,mon district,53050,85955858.55902226
Nagaland,2020,3,phek district,26004,53114140.440056756
Nagaland,2020,3,longleng district,10017,19598582.179873697
Nagaland,2020,3,mokokchung district,43164,83590575.72604279
Nagaland,2020,3,kiphire district,12462,29101447.582055062
Nagaland,2020,3,kohima district,149404,438659891.11601055
Nagaland,2020,3,tuensang district,25719,59266466.87175438
Nagaland,2020,3,peren district,13958,25258376.20171611
Nagaland,2020,3,dimapur district,352179,1122771447.128912
Nagaland,2020,3,zunheboto district,21556,44845371.93193043
Nagaland,2020,3,wokha district,28806,47486985.41741961
Nagaland,2020,4,mon district,51806,149055802.79705113
Nagaland,2020,4,phek district,28612,75169716.47521709
Nagaland,2020,4,longleng district,13202,34760738.476595946
Nagaland,2020,4,mokokchung district,48813,129158623.72713925
Nagaland,2020,4,kiphire district,12945,38345433.69615828
Nagaland,2020,4,kohima district,168861,528950655.29797715
Nagaland,2020,4,tuensang district,29583,92512403.56008914
Nagaland,2020,4,peren district,14947,37707510.79640248
Nagaland,2020,4,dimapur district,422501,1549414048.2654047
Nagaland,2020,4,zunheboto district,23475,60794471.32764541
Nagaland,2020,4,wokha district,33080,77215466.14300685
Nagaland,2021,1,mon district,43337,148431447.81181777
Nagaland,2021,1,phek district,24927,86311391.9301224
Nagaland,2021,1,longleng district,12009,34735822.64446311
Nagaland,2021,1,mokokchung district,43465,116937738.43409458
Nagaland,2021,1,kiphire district,10667,36122629.67675269
Nagaland,2021,1,kohima district,209442,611989486.3557233
Nagaland,2021,1,tuensang district,23643,84510754.52221692
Nagaland,2021,1,peren district,12322,33575965.56407318
Nagaland,2021,1,dimapur district,550985,1837044748.4900613
Nagaland,2021,1,zunheboto district,18219,51849616.04221482
Nagaland,2021,1,wokha district,26881,65940883.14165088
Nagaland,2021,2,mon district,51055,137641682.97031063
Nagaland,2021,2,phek district,31478,98158667.79913512
Nagaland,2021,2,longleng district,13528,39521626.841992125
Nagaland,2021,2,mokokchung district,63952,152031632.47756845
Nagaland,2021,2,kiphire district,12223,43311509.13928214
Nagaland,2021,2,kohima district,274137,694940464.6072702
Nagaland,2021,2,tuensang district,27199,84823658.15124774
Nagaland,2021,2,peren district,15860,42645682.011797145
Nagaland,2021,2,dimapur district,585389,1726249195.1688533
Nagaland,2021,2,zunheboto district,21747,54703199.48271288
Nagaland,2021,2,wokha district,34223,82266645.13170332
Nagaland,2021,3,mon district,56260,185806960.82773107
Nagaland,2021,3,phek district,36963,116637883.29609635
Nagaland,2021,3,longleng district,14691,44639115.38971553
Nagaland,2021,3,mokokchung district,59456,170603111.11593843
Nagaland,2021,3,kiphire district,14042,52234088.86802093
Nagaland,2021,3,kohima district,335522,874957891.8906745
Nagaland,2021,3,tuensang district,30653,109337195.97725664
Nagaland,2021,3,peren district,19756,57076677.27889877
Nagaland,2021,3,dimapur district,727702,2201388248.147341
Nagaland,2021,3,zunheboto district,23265,77798029.09900394
Nagaland,2021,3,wokha district,38482,96937646.11476573
Nagaland,2021,4,mon district,61436,235277660.255216
Nagaland,2021,4,phek district,44854,152644732.57078952
Nagaland,2021,4,longleng district,16341,59818503.44606339
Nagaland,2021,4,mokokchung district,64765,206715301.32699895
Nagaland,2021,4,kiphire district,16058,54423239.57357513
Nagaland,2021,4,kohima district,413753,1056357839.8615553
Nagaland,2021,4,tuensang district,37106,148350887.52116236
Nagaland,2021,4,peren district,22569,71109896.9994169
Nagaland,2021,4,dimapur district,886146,2741781159.760858
Nagaland,2021,4,zunheboto district,25944,81774057.90065697
Nagaland,2021,4,wokha district,42511,130830504.92018619
Nagaland,2022,1,mon district,66833,240110588.13301897
Nagaland,2022,1,phek district,44704,145342038.73462996
Nagaland,2022,1,longleng district,17513,56264190.28859668
Nagaland,2022,1,mokokchung district,68366,207590215.00972393
Nagaland,2022,1,kiphire district,17406,57722840.11187023
Nagaland,2022,1,kohima district,457809,1127446949.5241609
Nagaland,2022,1,tuensang district,40524,151138444.11246046
Nagaland,2022,1,peren district,24401,75586065.95644663
Nagaland,2022,1,dimapur district,1111352,3258683919.8470516
Nagaland,2022,1,zunheboto district,28736,88839937.40705831
Nagaland,2022,1,wokha district,48308,136226519.77073425
Nagaland,2022,2,mon district,69381,223341368.04423907
Nagaland,2022,2,phek district,47255,163573534.549313
Nagaland,2022,2,longleng district,17247,53281628.24919191
Nagaland,2022,2,mokokchung district,77214,244058058.36301708
Nagaland,2022,2,kiphire district,20492,71074150.21954788
Nagaland,2022,2,kohima district,308395,886866183.2238915
Nagaland,2022,2,tuensang district,45170,164759286.59289965
Nagaland,2022,2,peren district,24587,76072297.54603858
Nagaland,2022,2,dimapur district,1334969,3611270476.50131
Nagaland,2022,2,zunheboto district,32898,100740614.93631895
Nagaland,2022,2,wokha district,53721,145247750.7945045
Nagaland,2022,3,mon district,68148,217924271.27222455
Nagaland,2022,3,phek district,45816,151822055.76958296
Nagaland,2022,3,longleng district,15346,48028740.50388672
Nagaland,2022,3,mokokchung district,81244,249065125.49735782
Nagaland,2022,3,kiphire district,19352,63372092.9637181
Nagaland,2022,3,kohima district,390575,1084969826.96707
Nagaland,2022,3,tuensang district,44657,158205190.5951551
Nagaland,2022,3,peren district,24443,79886712.62073797
Nagaland,2022,3,dimapur district,1094753,3023858206.1614122
Nagaland,2022,3,zunheboto district,30504,94302709.04675612
Nagaland,2022,3,wokha district,79275,192965563.65293062
Nagaland,2022,4,mon district,76894,266072328.12832496
Nagaland,2022,4,phek district,43589,150669221.6468988
Nagaland,2022,4,longleng district,17482,54513835.00683938
Nagaland,2022,4,mokokchung district,79409,280130670.37197715
Nagaland,2022,4,kiphire district,19928,66609982.69936785
Nagaland,2022,4,kohima district,396318,1086767701.7674205
Nagaland,2022,4,tuensang district,44176,177953210.26442176
Nagaland,2022,4,peren district,24353,76706538.54194441
Nagaland,2022,4,dimapur district,1632985,4411217834.641218
Nagaland,2022,4,zunheboto district,29697,102825390.6874178
Nagaland,2022,4,wokha district,111374,296499670.55821544
Nagaland,2023,1,mon district,149869,486405792.0
Nagaland,2023,1,phek district,79530,255188847.0
Nagaland,2023,1,longleng district,35715,115405751.0
Nagaland,2023,1,mokokchung district,145142,452314800.0
Nagaland,2023,1,kiphire district,36068,110625247.0
Nagaland,2023,1,kohima district,453911,1235284779.0
Nagaland,2023,1,tuensang district,87808,328452538.0
Nagaland,2023,1,peren district,51856,144439545.0
Nagaland,2023,1,dimapur district,1475840,4205042331.0
Nagaland,2023,1,zunheboto district,63639,195487440.0
Nagaland,2023,1,wokha district,106192,285750784.0
Nagaland,2023,2,mon district,133673,410071101.0
Nagaland,2023,2,phek district,73829,238420851.0
Nagaland,2023,2,longleng district,24806,73921018.0
Nagaland,2023,2,mokokchung district,141308,427839496.0
Nagaland,2023,2,kiphire district,33949,107432144.0
Nagaland,2023,2,kohima district,501179,1346997995.0
Nagaland,2023,2,tuensang district,76278,274350868.0
Nagaland,2023,2,peren district,47839,140403703.0
Nagaland,2023,2,dimapur district,1735282,4577151672.0
Nagaland,2023,2,zunheboto district,46870,140294277.0
Nagaland,2023,2,wokha district,106988,284516185.0
Nagaland,2023,3,mon district,155760,436617847.0
Nagaland,2023,3,phek district,85593,314534447.0
Nagaland,2023,3,longleng district,27485,74256852.0
Nagaland,2023,3,mokokchung district,172504,452152390.0
Nagaland,2023,3,kiphire district,43132,132377389.0
Nagaland,2023,3,kohima district,581136,1464031784.0
Nagaland,2023,3,tuensang district,92108,305647868.0
Nagaland,2023,3,peren district,51779,142924960.0
Nagaland,2023,3,dimapur district,2045117,4845934563.0
Nagaland,2023,3,zunheboto district,49049,141455383.0
Nagaland,2023,3,wokha district,118668,306366190.0
Nagaland,2023,4,mon district,184086,534522145.0
Nagaland,2023,4,phek district,89602,300478198.0
Nagaland,2023,4,longleng district,31126,81311671.0
Nagaland,2023,4,mokokchung district,179642,499284713.0
Nagaland,2023,4,kiphire district,43057,133852305.0
Nagaland,2023,4,kohima district,598863,1542864179.0
Nagaland,2023,4,tuensang district,99308,326074292.0
Nagaland,2023,4,peren district,58212,150905486.0
Nagaland,2023,4,dimapur district,2329419,5574882683.0
Nagaland,2023,4,zunheboto district,57046,159388370.0
Nagaland,2023,4,wokha district,126818,371011380.0
Odisha,2018,1,rayagada district,57875,63041849.54983255
Odisha,2018,1,koraput district,64106,87612627.38374957
Odisha,2018,1,malkangiri district,12181,13922771.654664017
Odisha,2018,1,sambalpur district,135539,130860854.95753448
Odisha,2018,1,kalahandi district,101889,56923003.74994819
Odisha,2018,1,anugul district,173164,139694643.55029076
Odisha,2018,1,ganjam district,399549,379358026.2266699
Odisha,2018,1,jajapur district,362382,204373666.27913067
Odisha,2018,1,bargarh district,100526,69991391.85670178
Odisha,2018,1,dhenkanal district,170704,110743455.97829723
Odisha,2018,1,bhadrak district,279644,187375014.25093254
Odisha,2018,1,nuapada district,22483,16219184.747249335
Odisha,2018,1,kendujhar district,259941,196242627.59467983
Odisha,2018,1,mayurbhanj district,208105,151786389.20530617
Odisha,2018,1,jharsuguda district,85127,99628072.57447763
Odisha,2018,1,kandhamal district,31647,27561407.78923364
Odisha,2018,1,deogarh district,22191,17727797.112559356
Odisha,2018,1,sundargarh district,193041,185365810.08196718
Odisha,2018,1,jagatsinghapur district,226525,119770991.43254161
Odisha,2018,1,balangir district,122127,99039589.98749083
Odisha,2018,1,baleshwar district,469068,306223509.1455674
Odisha,2018,1,puri district,279071,173702320.317419
Odisha,2018,1,sonepur district,65573,33907648.68154905
Odisha,2018,1,khordha district,1013916,1064565482.4430823
Odisha,2018,1,boudh district,23736,20293882.499208704
Odisha,2018,1,gajapati district,27344,28674112.963607132
Odisha,2018,1,nayagarh district,195162,109752751.4176215
Odisha,2018,1,nabarangpur district,29925,32425549.032544628
Odisha,2018,1,kendrapara district,189692,109453626.87180772
Odisha,2018,1,cuttack district,487588,391394151.55179805
Odisha,2018,2,rayagada district,78405,133934305.0941247
Odisha,2018,2,koraput district,97339,163322729.95992735
Odisha,2018,2,malkangiri district,18334,31113526.612936266
Odisha,2018,2,sambalpur district,183165,243114979.82241705
Odisha,2018,2,kalahandi district,127537,110202063.26568079
Odisha,2018,2,anugul district,239863,251270632.8081957
Odisha,2018,2,ganjam district,516556,659317553.0568262
Odisha,2018,2,jajapur district,516443,374915596.3622368
Odisha,2018,2,bargarh district,148693,142274687.80496913
Odisha,2018,2,dhenkanal district,250503,196983337.3218306
Odisha,2018,2,bhadrak district,401149,370601551.17362
Odisha,2018,2,nuapada district,28460,31977887.611119263
Odisha,2018,2,kendujhar district,354756,396095822.9971422
Odisha,2018,2,mayurbhanj district,309322,308804358.7495179
Odisha,2018,2,jharsuguda district,122539,200645039.84701014
Odisha,2018,2,kandhamal district,42540,53127566.02930246
Odisha,2018,2,deogarh district,27938,25744655.72793788
Odisha,2018,2,sundargarh district,261219,347365611.29012877
Odisha,2018,2,jagatsinghapur district,352035,213321220.3055919
Odisha,2018,2,balangir district,184848,225892711.29741782
Odisha,2018,2,baleshwar district,711772,628176565.8703398
Odisha,2018,2,puri district,399081,317753882.2036277
Odisha,2018,2,sonepur district,100367,72953022.99574599
Odisha,2018,2,khordha district,1344202,1738879066.970015
Odisha,2018,2,boudh district,35158,30803139.07787043
Odisha,2018,2,gajapati district,34342,53091301.97845738
Odisha,2018,2,nayagarh district,271194,186571949.00942016
Odisha,2018,2,nabarangpur district,42799,70788054.16027857
Odisha,2018,2,kendrapara district,253791,205735327.47078633
Odisha,2018,2,cuttack district,703794,703532192.7454895
Odisha,2018,3,rayagada district,153782,221366403.54383555
Odisha,2018,3,koraput district,190128,309493417.8350831
Odisha,2018,3,malkangiri district,33813,66126775.35538447
Odisha,2018,3,sambalpur district,516882,509785806.67046696
Odisha,2018,3,kalahandi district,317849,275641643.341962
Odisha,2018,3,anugul district,788980,629540966.2196767
Odisha,2018,3,ganjam district,1634313,1488758261.4624352
Odisha,2018,3,jajapur district,1897103,1217205290.9252758
Odisha,2018,3,bargarh district,475249,355106412.1943749
Odisha,2018,3,dhenkanal district,1546536,893325822.9390368
Odisha,2018,3,bhadrak district,1431437,1105939240.7227635
Odisha,2018,3,nuapada district,71512,88353387.44027391
Odisha,2018,3,kendujhar district,1247010,1007991207.6659348
Odisha,2018,3,mayurbhanj district,1007920,778424664.2122172
Odisha,2018,3,jharsuguda district,295910,500399017.99309593
Odisha,2018,3,kandhamal district,86499,102126788.89644672
Odisha,2018,3,deogarh district,79892,62546408.53513194
Odisha,2018,3,sundargarh district,607564,679466472.395373
Odisha,2018,3,jagatsinghapur district,914194,602444546.8981619
Odisha,2018,3,balangir district,398755,451445683.5316338
Odisha,2018,3,baleshwar district,3746440,2480538495.3597507
Odisha,2018,3,puri district,1434318,948651181.6266804
Odisha,2018,3,sonepur district,430291,286967512.2910415
Odisha,2018,3,khordha district,5333443,4389717266.977921
Odisha,2018,3,boudh district,142876,101294236.07840069
Odisha,2018,3,gajapati district,88201,99259597.44691782
Odisha,2018,3,nayagarh district,1140437,672431075.2136058
Odisha,2018,3,nabarangpur district,74791,131705572.2801894
Odisha,2018,3,kendrapara district,940408,590088339.5304233
Odisha,2018,3,cuttack district,3025622,2048374280.000453
Odisha,2018,4,rayagada district,210620,375733700.0966269
Odisha,2018,4,koraput district,217814,450336283.85006404
Odisha,2018,4,malkangiri district,48825,111333626.42487808
Odisha,2018,4,sambalpur district,496780,656698191.7778965
Odisha,2018,4,kalahandi district,319594,366703031.77118087
Odisha,2018,4,anugul district,603596,741924970.0601255
Odisha,2018,4,ganjam district,1402146,1733900621.6234186
Odisha,2018,4,jajapur district,1228698,1110622397.2154818
Odisha,2018,4,bargarh district,368823,397273620.1985332
Odisha,2018,4,dhenkanal district,736715,606485615.306731
Odisha,2018,4,bhadrak district,1048520,1040836292.0215917
Odisha,2018,4,nuapada district,83272,129383879.66258861
Odisha,2018,4,kendujhar district,774382,951193274.8831768
